Video Game Title,Genre,Console,Publishers(s),Developer(s),Units Sold,Total Sales,NA Sales,PAL Sales,JP Sales,Other Sales,Release Date
Yoshia no Oka de Nekoronde...,Adventure,DC,Naxat Soft,Naxat Soft,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 01
Yoshimoto Muchicco Dai-kessen,Adventure,PS,Sony Music Entertainment,Polygon Magic,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 99
Yottsu Ha no Clover,Adventure,PC,Iridium,Iridium,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 02
Your Memories Off: Girl's Style,Adventure,PS2,5pb,5pb. Games,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 08
Yu-No,Adventure,SAT,Elf,Elf,N/A,N/A,N/A,N/A,N/A,N/A,04th Dec 97
Yukawa Moto Senmu no Okatara Ikushi,Adventure,DC,Sega,Smilebit,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 99
Yuki Katari,Adventure,DC,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,26th Dec 02
Yukiuta,Adventure,PC,Survive,Survive,N/A,N/A,N/A,N/A,N/A,N/A,19th Dec 03
Yume Nikki,Adventure,PC,Unknown,Pride,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 00
Yume no Tsubasa: Fate of Heart,Adventure,DC,KID,KID,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 01
Yumeria,Adventure,PS2,Namco,Namco,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 03
Yumimi Mix,Adventure,SCD,Game Arts,Game Arts,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 93
Yumimi Mix Remix,Adventure,SAT,Game Arts,Game Arts,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 95
Yuuin no Toriko,Adventure,PC,Black Package,Black Package,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 99
Yuukyou Gangu Rebirth,Adventure,PC,Nigred,Nigred,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 05
Zak McKracken and the Alien Mindbenders,Adventure,PC,LucasArts,Lucasfilm Games,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88
Zeccho Spiral!!,Adventure,PC,Unknown,ALL-TiME,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 11
Zelda II: The Adventure of Link,Adventure,VC,Nintendo,Nintendo EAD,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 07
Zero Escape The Nonary Games,Adventure,PC,Aksys Games,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 17
Zero Escape: Zero Time Dilemma,Adventure,PC,Aksys Games,Chime,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 16
Zero One,Adventure,GBA,Fuuki,Fuuki,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 03
Zero One SP,Adventure,GBA,Fuuki,Fuuki,N/A,N/A,N/A,N/A,N/A,N/A,29th Apr 04
Zero Time Dilemma,Adventure,3DS,Aksys Games,Chime,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 16
Zettai Zetsumei Den Chara Suji-San,Adventure,GBA,Kids Station,Kids Station,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 04
Zettai Zetsumei Toshi 4: Summer Memories,Adventure,PS3,Unknown,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zoda's Revenge: StarTropics II,Adventure,VC,Nintendo,Nintendo IRD,N/A,N/A,N/A,N/A,N/A,N/A,29th Dec 08
Zoda's Revenge: StarTropics II,Adventure,NES,Nintendo,Nintendo IRD,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 94
Zoey 101,Adventure,GBA,THQ,Barking Lizards,N/A,N/A,N/A,N/A,N/A,N/A,02nd Mar 07
Zork: Grand Inquisitor,Adventure,PC,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 97
Zwei Worter,Adventure,PC,Clock Up,Team DYO,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 07
Zyklus,Adventure,PC,F&C,F&C,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 03
_summer ##,Adventure,PS2,GN Software,GN Software,N/A,N/A,N/A,N/A,N/A,N/A,24th Aug 06
The Dark Pictures: Man of Medan,Adventure,PC,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19
The Dark Pictures: Man of Medan,Adventure,PS4,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19
The Dark Pictures: Man of Medan,Adventure,XOne,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19
The Infectious Madness of Doctor Dekker,Adventure,XOne,Wales Interactive Ltd.,D'Avekki Studios Limited,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 18
The Infectious Madness of Doctor Dekker,Adventure,PS4,Wales Interactive Ltd.,D'Avekki Studios Limited,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 18
The Infectious Madness of Doctor Dekker,Adventure,NS,Wales Interactive Ltd.,D'Avekki Studios Limited,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 18
The Infectious Madness of Doctor Dekker,Adventure,PC,D'Avekki Studios Limited,D'Avekki Studios Limited,N/A,N/A,N/A,N/A,N/A,N/A,19th May 18
11-11 Memories Retold,Adventure,PC,Bandai Namco Entertainment,Aardman Animations,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 18
12 Minutes,Adventure,XOne,Annapurna Interactive,Luis Antonio,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
12 minutes,Adventure,XS,Unknown,Luis Antonio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12 Minutes,Adventure,PC,Annapurna Interactive,Luis Antonio,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
13 Sentinels: Aegis Rim,Adventure,PC,Unknown,Vanillaware,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Sentinels: Aegis Rim,Adventure,NS,Sega,Vanillaware,N/A,N/A,N/A,N/A,N/A,N/A,12th Apr 22
2064: Read Only Memories,Adventure,XOne,MidBoss,MidBoss,N/A,N/A,N/A,N/A,N/A,N/A,17th Jan 17
2064: Read Only Memories,Adventure,Linux,MidBoss,MidBoss,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 15
2064: Read Only Memories,Adventure,OSX,MidBoss,MidBoss,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 15
2064: Read Only Memories INTEGRAL,Adventure,NS,MidBoss,MidBoss,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 18
3 out of 10: Season One,Adventure,PC,Unknown,Terrible Posture Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3 out of 10: Season One,Adventure,XOne,Unknown,Terrible Posture Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3 out of 10: Season One,Adventure,XS,Unknown,Terrible Posture Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3 out of 10: Season One,Adventure,NS,Unknown,Terrible Posture Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39 Days to Mars,Adventure,NS,It's Anecdotal,It's Anecdotal,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19
39 Days to Mars,Adventure,XOne,It's Anecdotal,It's Anecdotal,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 19
39 Days to Mars,Adventure,PC,It's Anecdotal,It's Anecdotal,N/A,N/A,N/A,N/A,N/A,N/A,25th Apr 18
A Hole New World,Adventure,NS,Dolores Entertainment SL,Mad Gear Games,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 18
A Memoir Blue,Adventure,PS4,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Memoir Blue,Adventure,PS5,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Memoir Blue,Adventure,XOne,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Memoir Blue,Adventure,XS,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Memoir Blue,Adventure,NS,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Memoir Blue,Adventure,PC,Unknown,Cloisters Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Shorr Hike,Adventure,NS,Unknown,Adamgryu,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,PS5,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,XOne,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,XS,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,NS,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,PC,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Space for the Unbound,Adventure,PS4,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Winter's Daydream,Adventure,PC,Unknown,Evgeniy Kolpakov,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Winter's Daydream,Adventure,PSV,Unknown,Evgeniy Kolpakov,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Winter's Daydream,Adventure,PS4,Unknown,Evgeniy Kolpakov,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Winter's Daydream,Adventure,NS,Unknown,Evgeniy Kolpakov,N/A,N/A,N/A,N/A,N/A,N/A,N/A
abc,Adventure,3DS,Unknown,Atooi,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Absolutely Unstoppable MineRun,Adventure,WiiU,Unknown,Shy Egg,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABZU,Adventure,NS,505 Games,Giant Squid Studios,N/A,N/A,N/A,N/A,N/A,N/A,29th Nov 18
Adios,Adventure,XOne,Unknown,Mischief,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adios,Adventure,PC,Unknown,Mischief,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AeternoBlade,Adventure,3DS,"Corecell Technology Co.,Ltd.","Corecell Technology Co.,Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 14
AeternoBlade,Adventure,NS,"Corecell Technology Co.,Ltd.","Corecell Technology Co.,Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 18
After Us,Adventure,PC,Unknown,Piccolo,N/A,N/A,N/A,N/A,N/A,N/A,N/A
After Us,Adventure,PS5,Unknown,Piccolo,N/A,N/A,N/A,N/A,N/A,N/A,N/A
After Us,Adventure,XS,Unknown,Piccolo,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Afterparty,Adventure,XOne,Unknown,Night School Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Afterparty,Adventure,NS,Night School Studio,Night School Studio,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 20
AI: The Somnium Files,Adventure,PS4,Spike Chunsoft,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 19
AI: The Somnium Files,Adventure,PC,Spike Chunsoft,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 19
AI: The Somnium Files,Adventure,NS,Spike Chunsoft,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 19
AI: The Somnium Files - nirvanA Initiative,Adventure,PS4,Unknown,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AI: The Somnium Files - nirvanA Initiative,Adventure,XOne,Unknown,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AI: The Somnium Files - nirvanA Initiative,Adventure,NS,Spike Chunsoft,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,24th Jun 22
AI: The Somnium Files - nirvanA Initiative,Adventure,PC,Unknown,Spike Chunsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,PC,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,PS4,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,PS5,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,XOne,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,XS,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Hitchcock – Vertigo,Adventure,NS,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Collection,Adventure,PS4,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Collection,Adventure,NS,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Collection,Adventure,Linux,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Collection,Adventure,PC,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Collection,Adventure,XOne,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amnesia: Rebirth,Adventure,PS4,Frictional Games,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 20
Amnesia: Rebirth,Adventure,PC,Frictional Games,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 20
Amnesia: Rebirth,Adventure,PS5,Unknown,Frictional Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Among The Sleep,Adventure,XOne,Krillbite Studio,Krillbite Studio,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jun 16
Among The Sleep,Adventure,PS4,Soedesco,Krillbite Studio,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 16
Among The Sleep,Adventure,Linux,Krillbite Studio,Krillbite Studio,N/A,N/A,N/A,N/A,N/A,N/A,29th May 14
Among Trees,Adventure,PC,FJRD Interactive,FJRD Interactive,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 19
Ancestors: The Humankind Odyssey,Adventure,XOne,Private Division,Panache Digital Games,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 19
Ancestors: The Humankind Odyssey,Adventure,PS4,Private Division,Panache Digital Games,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 19
Ancestors: The Humankind Odyssey,Adventure,PC,Private Division,Panache Digital Games,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 19
Angels of Death,Adventure,PC,Unknown,Stardust KRNKRN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angels of Death,Adventure,NS,Active Gaming Media,Stardust KRNKRN,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 18
Anna‘s Quest,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jul 15
Another Code: Recollection,Adventure,NS,Unknown,Cing,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antenna,Adventure,PC,LWNA,LWNA,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 16
Antventor,Adventure,PC,LoopyMood,LoopyMood,N/A,N/A,N/A,N/A,N/A,N/A,17th May 18
Apocalypse,Adventure,PC,Unknown,Future Tech,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apocalypse,Adventure,PS4,Unknown,Future Tech,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apollo Justice: Ace Attorney Trilogy,Adventure,XOne,Unknown,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apollo Justice: Ace Attorney Trilogy,Adventure,NS,Unknown,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apollo Justice: Ace Attorney Trilogy,Adventure,PC,Unknown,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apollo Justice: Ace Attorney Trilogy,Adventure,PS4,Unknown,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appointment with F.E.A.R.,Adventure,PC,Tin Man Games,Tin Man Games,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 14
ARK Park,Adventure,PC,Snail Games USA,Snail Games USA,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 18
Arzette: The Jewel of Faramore,Adventure,PS4,Unknown,Seedy Eye Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arzette: The Jewel of Faramore,Adventure,PS5,Unknown,Seedy Eye Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arzette: The Jewel of Faramore,Adventure,XS,Unknown,Seedy Eye Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arzette: The Jewel of Faramore,Adventure,NS,Unknown,Seedy Eye Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arzette: The Jewel of Faramore,Adventure,PC,Unknown,Seedy Eye Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
As Dusk Falls,Adventure,PS4,Unknown,Interior/Night,N/A,N/A,N/A,N/A,N/A,N/A,N/A
As Dusk Falls,Adventure,XS,Xbox Game Studios,Interior/Night,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21
As Dusk Falls,Adventure,PS5,Unknown,Interior/Night,N/A,N/A,N/A,N/A,N/A,N/A,N/A
As Dusk Falls,Adventure,PC,Xbox Game Studios,Interior/Night,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
As Dusk Falls,Adventure,XOne,Unknown,Interior/Night,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avarice: The Final Saga (OS/2 Warp),Adventure,PC,Stardock,Continuous Software Systems,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96
Baba is You,Adventure,NS,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,PS5,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,XOne,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,XS,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,NS,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,PC,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Backfirewall_,Adventure,PS4,Unknown,Naraven Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,PC,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,PS4,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,PS5,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,XOne,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,XS,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bahnsen Knights,Adventure,NS,Unknown,LCB Game Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Batman: The Telltale Series,Adventure,XOne,Unknown,Telltale Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Batman: The Telltale Series,Adventure,PS4,Unknown,Telltale Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Batman: The Telltale Series,Adventure,PS3,Unknown,Telltale Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Batman: The Telltale Series,Adventure,X360,Unknown,Telltale Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bear and Breakfast,Adventure,NS,Unknown,Armor Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bear and Breakfast,Adventure,PC,Unknown,Armor Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beasts of Maravilla Island,Adventure,NS,Unknown,Banana Bird Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beasts of Maravilla Island,Adventure,PC,Unknown,Banana Bird Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beasts of Maravilla Island,Adventure,PS4,Unknown,Banana Bird Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beasts of Maravilla Island,Adventure,XOne,Unknown,Banana Bird Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Before Your Eyes,Adventure,PC,Unknown,GoodbyeWorld Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Before Your Eyes,Adventure,PS5,Unknown,GoodbyeWorld Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,XS,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,NS,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,PC,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,PS4,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,PS5,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind Closed Doors: A Developer's Tale,Adventure,XOne,Unknown,PEW Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Behind the Frame: The Finest Scenery,Adventure,PC,Unknown,Silver Lining Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beholder 2,Adventure,NS,Alawar Entertainment,"Alawar Entertainment, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,15th Aug 19
Between Horizons,Adventure,NS,Unknown,DigiTales Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Between Horizons,Adventure,PC,Unknown,DigiTales Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Between Horizons,Adventure,PS5,Unknown,DigiTales Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Between Horizons,Adventure,XS,Unknown,DigiTales Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,XS,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,NS,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,PC,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,PS4,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,PS5,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond a Steel Sky,Adventure,XOne,Unknown,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beyond: Two Souls,Adventure,PC,Sony Computer Entertainment,Quantic Dream,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 19
Beyond: Two Souls,Adventure,PS4,Sony Computer Entertainment,Quantic Dream,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 15
Big Walk,Adventure,PC,Unknown,House House,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Black Book,Adventure,PC,HypeTrain Digital,Morteshka,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
Black Book,Adventure,PS4,HypeTrain Digital,Morteshka,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
Black Book,Adventure,XOne,HypeTrain Digital,Morteshka,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
Black Book,Adventure,NS,HypeTrain Digital,Morteshka,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20
Blacksad,Adventure,PC,Unknown,Pendulo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blackwood Crossing,Adventure,PS4,Vision Games,PaperSeven,N/A,N/A,N/A,N/A,N/A,N/A,04th Apr 17
Blair Witch,Adventure,PC,Microsoft Game Studios,Bloober Team,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19
Blair Witch,Adventure,NS,Unknown,Bloober Team,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blair Witch,Adventure,XOne,Microsoft Game Studios,Bloober Team,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19
Blossom Tales: The Sleeping King,Adventure,NS,FDG Entertainment,Castle Pixel,N/A,N/A,N/A,N/A,N/A,N/A,21st Dec 17
Bluey: The Videogame,Adventure,XOne,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bluey: The Videogame,Adventure,XS,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bluey: The Videogame,Adventure,NS,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bluey: The Videogame,Adventure,PC,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bluey: The Videogame,Adventure,PS4,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bluey: The Videogame,Adventure,PS5,Unknown,Artax Games SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bokuhime Project,Adventure,NS,Nippon Ichi Software,Wizard Soft,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 20
Bokuhime Project,Adventure,PS4,Nippon Ichi Software,Wizard Soft,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 20
Boy Loves Girl,Adventure,iOS,Unknown,Grubby Hands,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bramble: The Mountain King,Adventure,PC,Unknown,Dimfrost Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Breathing Fear,Adventure,NS,Qubic Games,Drageus Games / QubicGames S.A.,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 19
BROK the InvestiGator,Adventure,NS,Unknown,COWCAT Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BROK the InvestiGator,Adventure,PC,Unknown,COWCAT Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BROK the InvestiGator,Adventure,PS4,Unknown,COWCAT Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BROK the InvestiGator,Adventure,PS5,Unknown,COWCAT Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BROK the InvestiGator,Adventure,XOne,Unknown,COWCAT Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Broken Delusion,Adventure,PS4,bilibili,Zhaijidian,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19
Broken Delusion,Adventure,NS,bilibili,Zhaijidian,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19
Broken Delusion,Adventure,PC,bilibili,Zhaijidian,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19
Broken Pieces,Adventure,XOne,Unknown,Elseware Experience,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Broken Pieces,Adventure,XS,Unknown,Elseware Experience,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Broken Pieces,Adventure,PC,Unknown,Elseware Experience,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Broken Pieces,Adventure,PS4,Unknown,Elseware Experience,N/A,N/A,N/A,N/A,N/A,N/A,N/A
